cups;data_anterior;data_mesura;tarifa;origen;mesura_baixa;periode;consum;lectura_anterior;lectura_actual
ES0031406187791002MV0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;168;10480;10648
ES0031406187792002AM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;98;5116;5214
ES0031300710632001SK0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;190;6634;6824
ES0031406191936001HW0F;2015-11-30;2015-12-31;3.0A;F1;N;P4;73;79;152
ES0031408484324001XJ0F;2015-12-22;2016-01-25;3.0A;F1;N;P4;9;3668;3677
ES0031406192249001XH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;992;90665;91657
ES0031300709602001ZF0F;2015-12-23;2016-01-26;3.0A;F1;N;P4;133;8977;9110
ES0031406190529001RG0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;417;30793;31210
ES0034111303275033ZV0F;2015-12-01;2016-01-02;3.0A;F1;N;P4;0;0;0
ES0031406190964001PM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;37;5595;5632
ES0031406192333001ME0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;67;3168;3235
ES0021000003729089DG;2015-12-23;2016-01-26;3.0A;F1;N;P4;405;62682;63087
ES0031406192342001YY0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;118;6696;6814
ES0021000000022355FL0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;50;20065;20115
ES0031406195078001YH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;522;57121;57643
ES0244364660000098BC0F;2015-12-20;2016-01-20;3.0A;F1;N;P4;0;0;0
ES0031406194803001XY0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;40;8408;8448
ES0031601293603014VJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;37;1944;1981
ES0031406215031001ZN0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1019;146705;147724
ES0031406213543001VC0F;2015-12-17;2016-01-20;3.0A;F1;N;P4;77;3915;3992
ES0031601059569001DQ0F;2015-12-28;2016-01-25;3.0A;F1;N;P4;199;20166;20365
ES0031406213914001WF0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;210;8829;9039
ES0031406215053002MW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1159;75182;76341
ES0021000003200891KR;2015-12-21;2016-01-22;3.0A;F1;N;P4;17;9212;9229
ES0031406215064001TF0F;2015-12-31;2016-01-12;3.0A;F1;N;P4;6;775;781
ES0021000006821849LT;2015-12-23;2016-01-26;3.0A;F1;N;P4;374;52373;52747
ES0031406215629001RN0F;2016-01-04;2016-02-01;3.0A;F1;N;P4;197;21055;21252
ES0031406215874001GQ0F;2015-12-21;2015-12-31;3.0A;F1;N;P4;110;77203;77313
ES0031406215369001JG0F;2016-01-04;2016-02-01;3.0A;F1;N;P4;523;45423;45946
ES0021000006813636YK0F;2015-12-22;2016-01-28;3.0A;F1;N;P4;117;7887;8004
ES0031406215632001QE0F;2016-01-04;2016-02-01;3.0A;F1;N;P4;202;30183;30385
ES0031300632533001NM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;11;1684;1695
ES0031406216029002GC0F;2015-12-22;2016-01-25;3.0A;F1;N;P4;75;7158;7233
ES0031406216042001HR0F;2015-12-21;2016-01-25;3.0A;F1;N;P4;127;6084;6211
ES0031406216073001PC0F;2015-12-22;2016-01-25;3.0A;F1;N;P4;142;8370;8512
ES0021000006821034YJ;2015-12-22;2016-01-26;3.0A;F1;N;P4;379;51669;52048
ES0031406216144001JL0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;3;21501;21504
ES0031406217125001RT0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;38;3615;3653
ES0031406217581001RW0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;319;45589;45908
ES0031406217120001JZ0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;210;6214;6424
ES0021000003899642HN;2015-12-22;2016-01-22;3.0A;F1;N;P4;0;1464;1464
ES0031406217183001SV0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;29;1362;1391
ES0031406217201001QP0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;11;588;599
ES0021000006614795DS;2015-12-23;2016-01-29;3.0A;F1;N;P4;100;7452;7552
ES0031406217378001FT0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;43;6632;6675
ES0031406217182002HF0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;420;12874;13294
ES0021000003727648SN;2015-12-22;2016-01-25;3.0A;F1;N;P4;439;25075;25514
ES0031406217216001RN0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;661;35516;36177
ES0031406217236002CA0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;58;14303;14361
ES0021000006626862MF0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;583;77119;77702
ES0031406217474001VK0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;238;21314;21552
ES0031406217302001ZS0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;230;31173;31403
ES0021000006821613PV;2015-12-23;2016-01-26;3.0A;F1;N;P4;135;5447;5582
ES0031406217476001NC0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;42;2224;2266
ES0021000006837517XM;2015-12-30;2016-01-28;3.0A;F1;N;P4;513;42922;43435
ES0021000003586768PF;2015-12-21;2016-01-20;3.0A;F1;N;P4;143;5589;5732
ES0021000000048871XQ;2015-12-28;2016-01-28;3.0A;F1;N;P4;307;16772;17079
ES0031406217485001JG0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;107;1516;1623
ES0021000003911426RC;2015-12-23;2016-01-26;3.0A;F1;N;P4;2;1757;1759
ES0031300002595028BQ0F;2015-12-30;2016-01-29;3.0A;F1;N;P4;20;3558;3578
ES0031406217779001FH0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;111;7014;7125
ES0021000000048601KE;2015-12-23;2016-01-27;3.0A;F1;N;P4;2;3302;3304
ES0031406217751001DD0F;2015-11-30;2015-12-31;3.0A;F1;N;P4;4;457;461
ES0031406219343001LH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;937;36625;37562
ES0031406217610001LE0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;182;19342;19524
ES0021000009798240YF;2015-11-26;2016-01-28;3.0A;F1;N;P4;71;8200;8271
ES0031406219350001WA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;9;3747;3756
ES0031406221270001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;827;104027;104854
ES0021000003908919FC;2015-12-22;2016-01-22;3.0A;F1;N;P4;25;249;274
ES0021000000048590KB;2015-12-24;2016-01-27;3.0A;F1;N;P4;835;33406;34241
ES0021000006857353KS;2015-12-22;2016-01-26;3.0A;F1;N;P4;144;1255;1399
ES0031300020728027PE0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;12;813;825
ES0021000006821690NW;2015-12-22;2016-01-26;3.0A;F1;N;P4;1238;72911;74149
ES0031406223910001AT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;919;92943;93862
ES0021000006697258FT;2015-12-22;2016-01-22;3.0A;F1;N;P4;116;5032;5148
ES0031406225362002KB0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;214;10478;10692
ES0031406228842002PL0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;433;42197;42630
ES0031406228825001MS0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;338;21501;21839
ES0021000003822232XC;2015-12-28;2016-01-28;3.0A;F1;N;P4;265;14580;14845
ES0021000000023409FS;2015-12-28;2016-01-27;3.0A;F1;N;P4;3;3442;3445
ES0031406228841001BF0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;16;7874;7890
ES0031406226624001JT0F;2015-12-29;2016-01-28;3.0A;F1;N;P4;50;3686;3736
ES0031406224721001GC0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2;287;289
ES0021000000048676WM;2015-12-24;2016-01-27;3.0A;F1;N;P4;1212;19091;20303
ES0031406229024001DL0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;147;38485;38632
ES0021000003812538AD;2015-12-23;2016-01-26;3.0A;F1;N;P4;408;24901;25309
ES0031406229149001QZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;130;72158;72288
ES0031406229031001SG0F;2015-11-23;2016-01-22;3.0A;F1;N;P4;0;417;417
ES0021000003911615XW;2015-12-23;2016-01-26;3.0A;F1;N;P4;389;16094;16483
ES0031406229639001EE0F;2016-01-04;2016-02-01;3.0A;F1;N;P4;209;3217;3426
ES0031406229696001VM0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;166;27965;28131
ES0021000009198177KZ;2015-12-29;2016-01-26;3.0A;F1;N;P4;398;26329;26727
ES0031406229351001JM0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;0;12948;12948
ES0031406229768001LS0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;730;21027;21757
ES0031406229880001JM0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;180;20628;20808
ES0031300570164001QJ0F;2015-12-30;2016-01-29;3.0A;F1;N;P4;62;4802;4864
ES0031406241438001FE0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;329;17141;17470
ES0021000003848851HM0F;2015-12-29;2016-01-27;3.0A;F1;N;P4;552;18737;19289
ES0031406229962001JX0F;2015-12-22;2016-01-25;3.0A;F1;N;P4;64;3775;3839
ES0021000003828810CC;2015-12-28;2016-01-28;3.0A;F1;N;P4;417;31514;31931
ES0031406241430001MA0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;167;7386;7553
ES0031406232144001PT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;564;29248;29812
ES0021000019681618DD0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;256;14047;14303
ES0031406237396001BL0F;2016-01-20;2016-01-27;3.0A;F1;N;P4;35;825;860
ES0031408062581002QX0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;189;22859;23048
ES0021000006821683BH;2015-12-22;2016-01-26;3.0A;F1;N;P4;394;20870;21264
ES0021000013298429CX;2015-12-22;2016-01-22;3.0A;F1;N;P4;216;45955;46171
ES0031408057602001ZA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;80;11255;11335
ES0031408077783001KK0F;2015-12-17;2016-01-21;3.0A;F1;N;P4;1;12155;12156
ES0021000003838037PR;2015-12-22;2016-01-26;3.0A;F1;N;P4;214;8253;8467
ES0031300803438001PD0F;2015-10-26;2015-11-16;3.0A;F1;N;P4;59;13168;13227
ES0031408085100001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;134;14110;14244
ES0021000018918640WX;2015-11-19;2016-01-28;3.0A;F1;N;P4;236;3408;3644
ES0031408132297001EL0F;2015-12-24;2016-01-27;3.0A;F1;N;P4;71;412;483
ES0031408144152001GZ0F;2015-12-23;2016-01-27;3.0A;F1;N;P4;60;5036;5096
ES0021000010595529XR;2015-12-21;2016-01-21;3.0A;F1;N;P4;127;5292;5419
ES0031408115154001JT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;3;12714;12717
ES0031300809601001ZK0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;186;5821;6007
ES0031408115152001HR0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2;8726;8728
ES0031405069774010JF0F;2015-12-23;2016-01-26;3.0A;F1;N;P4;221;16128;16349
ES0031405429361003AD0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2105;127490;129595
ES0021000017076143WC;2015-12-28;2016-01-26;3.0A;F1;N;P4;237;20453;20690
ES0031405431430011FY0F;2015-11-30;2015-12-31;3.0A;F1;N;P4;111;4016;2224
ES0031405431428022NH0F;2015-12-28;2016-01-27;3.0A;F1;N;P4;19;1387;1406
ES0021000015399177RF;2015-12-23;2016-01-26;3.0A;F1;N;P4;60;1808;1868
ES0031405440900003TR0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;4025;407299;411324
ES0031300823450001MP0F;2015-12-31;2016-02-01;3.0A;F1;N;P4;121;4179;4300
ES0031405440418017CA0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;50;916;966
ES0031405440418016CW0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;113;11639;11752
ES0021000003870049LC;2015-12-23;2016-01-27;3.0A;F1;N;P4;117;4288;4405
ES0021000008816400MZ;2015-12-26;2016-01-29;3.0A;F1;N;P4;194;10549;10743
ES0021000003912295QS;2015-12-28;2016-01-26;3.0A;F1;N;P4;208;20607;20815
ES0031405462457002XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1225;7469;8694
ES0031405472280003XC0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1495;24550;26045
ES0021000001825362SX;2015-12-23;2016-01-26;3.0A;F1;N;P4;295;17033;17328
ES0031405465309002VC0F;2015-12-23;2016-01-26;3.0A;F1;N;P4;53;18332;18385
ES0021000004074097JN;2015-12-19;2016-01-25;3.0A;F1;N;P4;2075;72961;75036
ES0031405532530001ZT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1371;128223;129594
ES0021000015424971HH;2015-12-22;2016-01-22;3.0A;F1;N;P4;210;14156;14366
ES0031405533985001RC0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1437;125696;127133
ES0021000012054503DQ;2015-12-24;2016-01-27;3.0A;F1;N;P4;130;15660;15790
ES0021000003831244BQ;2015-12-28;2016-01-28;3.0A;F1;N;P4;136;37465;37601
ES0021000013398495RA0F;2015-12-16;2016-01-24;3.0A;F1;N;P4;39;355;394
ES0031405645482001XN0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;4;2653;2657
ES0021000011323413DG;2015-12-23;2016-01-26;3.0A;F1;N;P4;0;189;189
ES0021000013901223PC;2015-12-21;2016-01-22;3.0A;F1;N;P4;200;6517;6717
ES0021000013633857EY;2015-12-22;2016-01-25;3.0A;F1;N;P4;120;18585;18705
ES0021000004327204RG;2015-12-23;2016-01-25;3.0A;F1;N;P4;12;1320;1332
ES0021000003877870ZK;2015-12-21;2016-01-25;3.0A;F1;N;P4;323;12655;12978
ES0021000010655920JV;2015-12-22;2016-01-27;3.0A;F1;N;P4;36;2828;2864
ES0031406057801001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;153;149486;149639
ES0021000009870757PM;2015-12-18;2016-01-22;3.0A;F1;N;P4;4;352;356
ES0031405885101022XL0F;2016-01-04;2016-02-01;3.0A;F1;N;P4;107;2920;3027
ES0021000012612588DY;2015-12-21;2016-01-22;3.0A;F1;N;P4;646;78305;78951
ES0031405888681001KW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;362;53153;53515
ES0031405924536001VA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;356;61037;61393
ES0021000005655103MK;2015-12-21;2016-01-21;3.0A;F1;N;P4;142;16223;16365
ES0031405911276001JD0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2260;234143;236403
ES0021000013072609TG;2015-12-21;2016-01-26;3.0A;F1;N;P4;186;12945;13131
ES0021000011433600SK;2015-12-30;2016-01-29;3.0A;F1;N;P4;51;15157;15208
ES0021000012302508MN;2015-12-22;2016-01-26;3.0A;F1;N;P4;40;4838;4878
ES0021000012091214HL;2015-12-23;2016-01-27;3.0A;F1;N;P4;147;4224;4371
ES0021000010966113ED;2015-12-21;2016-01-25;3.0A;F1;N;P4;285;9171;9456
ES0031405967875001TB0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1162;111071;112233
ES0031406057800001JW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;319;74949;75268
ES0031405978971002XF0F;2015-12-31;2016-01-22;3.0A;F1;N;P4;156;19025;19181
ES0031405989453001GD0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;248;21028;21276
ES0021000003884631DC;2015-12-21;2016-01-22;3.0A;F1;N;P4;21;2851;2872
ES0021000000048594KS;2015-12-24;2016-01-27;3.0A;F1;N;P4;195;17952;18147
ES0031405995593001EK0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;151;736;887
ES0031405986617001AR0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;0;2526;2526
ES0021000010959957FV;2015-12-22;2016-01-25;3.0A;F1;N;P4;53;7053;7106
ES0031405995564001GR0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2087;252403;254490
ES0031405996614001RM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2730;239398;242128
ES0021000000039165WQ;2016-01-04;2016-01-26;3.0A;F1;N;P4;249;31643;31892
ES0031405989119021LN0F;2015-12-23;2016-01-26;3.0A;F1;N;P4;12;3186;3198
ES0031405996943001EJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1806;158908;160714
ES0021000007516754XY;2015-12-28;2016-01-28;3.0A;F1;N;P4;55;2625;2680
ES0031405997491001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;3042;31598;34640
ES0021000009349218XZ;2015-12-28;2016-01-27;3.0A;F1;N;P4;3;1309;1312
ES0031405997687017XW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;74;4533;4607
ES0031406217484001SQ0F;2015-12-28;2016-01-26;3.0A;F1;N;P4;177;1811;1988
ES0031405997687007DS0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;85;10092;10177
ES0021000005893156YR;2015-12-23;2016-01-22;3.0A;F1;N;P4;15;426;441
ES0021000010722787TT;2015-12-28;2016-01-27;3.0A;F1;N;P4;153;12378;12531
ES0031406182596001LA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;393;15930;16323
ES0021000010530741EG0F;2015-12-22;2016-01-28;3.0A;F1;N;P4;381;32585;32966
ES0021000003863454DA;2015-12-30;2016-01-28;3.0A;F1;N;P4;652;66876;67528
ES0021000003842214MS;2015-12-21;2016-01-25;3.0A;F1;N;P4;602;32803;33405
ES0031406186744002RT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;168;29498;29666
ES0031406191554001SD0F;2015-12-23;2016-01-26;3.0A;F1;N;P4;0;1771;1771
ES0021000006836541JH;2015-12-30;2016-01-28;3.0A;F1;N;P4;117;13559;13676
ES0021000006647968WE;2015-12-28;2016-01-28;3.0A;F1;N;P4;194;27020;27214
ES0031406302594001AB0F;2015-12-30;2016-02-01;3.0A;F1;N;P4;84;1312;1396
ES0021000002703513SK;2015-12-24;2016-01-22;3.0A;F1;N;P4;657;28567;29224
ES0031408108204060SS0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1199;85424;86623
ES0021000009224111EG;2015-12-21;2016-01-25;3.0A;F1;N;P4;0;14789;14789
ES0021000009143029SC;2015-12-30;2016-01-28;3.0A;F1;N;P4;0;3701;3701
ES0031300813622001HT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1539;42638;44177
ES0031300812679001GT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;43;2242;2285
ES0031300809019001XJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1729;10496;12225
ES0031300811174001GM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;493;26869;27362
ES0031300803438001PD0F;2015-12-22;2016-01-22;3.0A;F1;N;P4;34;13249;13283
ES0031408251714007TJ0F;2015-12-29;2016-01-29;3.0A;F1;N;P4;82;6837;6919
ES0031300823455001SV0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;124;9014;9138
ES0031300801214001GV0F;2015-12-22;2016-01-22;3.0A;F1;N;P4;13;504;517
ES0031300828429001FZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;800;22014;22814
ES0031300801423001YQ0F;2015-12-22;2016-01-22;3.0A;F1;N;P4;0;607;607
ES0031406056649001VZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1712;39778;41490
ES0031300831197001LX0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;621;19583;20204
ES0031406056545001AC0F;2015-12-23;2016-01-27;3.0A;F1;N;P4;189;8158;8347
ES0031406057277001CE0F;2015-12-23;2016-01-22;3.0A;F1;N;P4;545;30590;31135
ES0031408207127010JB0F;2015-12-29;2016-01-29;3.0A;F1;N;P4;67;4349;4416
ES0031300800235001NN0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;50;7243;7293
ES0031406028963001YB0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;44;96743;96787
ES0031406056537001RR0F;2015-12-23;2016-01-27;3.0A;F1;N;P4;317;6232;6549
ES0031406057616001VW0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;374;247852;248226
ES0031406056385001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;1;2093;2094
ES0031300758458001TM0F;2016-01-13;2016-01-29;3.0A;F1;N;P4;28;2447;2475
ES0031406057797001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;369;152673;153042
ES0031300734696001YH0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;6;303;309
ES0031406057931001GV0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;321;65284;65605
ES0031408320107002PR0F;2015-12-21;2016-01-25;3.0A;F1;N;P4;9;753;762
ES0031300734844001RJ0F;2015-12-20;2015-12-31;3.0A;F1;N;P4;4;3650;3654
ES0031406057909002ZY0F;2015-12-22;2016-01-26;3.0A;F1;N;P4;192;2895;3087
ES0031300730495001CZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;117;5051;5168
ES0031406058113001MH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;2294;5008;7302
ES0031406058057001DT0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;563;126827;127390
ES0031300729621001QZ0F;2015-12-28;2016-01-28;3.0A;F1;N;P4;16;1646;1662
ES0031406057933001EQ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;83;4451;4534
ES0031300728901001SY0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;695;39089;39784
ES0031406060122001EZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;492;47465;47957
ES0031406060140001TM0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;965;69806;70771
ES0031408406780001XF0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;704;10339;11043
ES0031300729521001SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;94;7285;7379
ES0031406059122001ZP0F;2015-12-29;2016-01-29;3.0A;F1;N;P4;282;29498;29780
ES0031406061110001SA0F;2015-12-31;2016-01-31;3.0A;F1;N;P4;53;102031;102084
ES0031406216073001PC0F;2015-12-22;2016-01-25;3.0A;F1;N;P5;397;23700;24097
ES0021000006821683BH;2015-12-22;2016-01-26;3.0A;F1;N;P5;1048;64671;65719
ES0031408425231002XV0F;2015-12-29;2016-01-28;3.0A;F1;N;P5;852;43972;44824
ES0031405986617001AR0F;2015-12-28;2016-01-28;3.0A;F1;N;P5;0;7425;7425
ES0031406213543001VC0F;2015-12-17;2016-01-20;3.0A;F1;N;P5;218;11041;11259
ES0021000010959957FV;2015-12-22;2016-01-25;3.0A;F1;N;P5;560;26284;26844
ES0031300710632001SK0F;2015-12-22;2016-01-26;3.0A;F1;N;P5;501;18054;18555
ES0031406187792002AM0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;354;13669;14023
ES0021000003884631DC;2015-12-21;2016-01-22;3.0A;F1;N;P5;88;9451;9539
ES0031408085100001QP0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;373;38755;39128
ES0031406064312001JN0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;522;100186;100708
ES0031405995564001GR0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;4910;754069;758979
ES0021000015424971HH;2015-12-22;2016-01-22;3.0A;F1;N;P5;593;42534;43127
ES0021000003729089DG;2015-12-23;2016-01-26;3.0A;F1;N;P5;1309;183141;184450
ES0031405069774010JF0F;2015-12-23;2016-01-26;3.0A;F1;N;P5;598;39603;40201
ES0031300803438001PD0F;2015-10-26;2015-11-16;3.0A;F1;N;P5;163;35792;35955
ES0031300734844001RJ0F;2015-12-20;2015-12-31;3.0A;F1;N;P5;16;8579;8595
ES0031405996614001RM0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;7436;700213;707649
ES0031405532530001ZT0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;4291;395406;399697
ES0031406187791002MV0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;496;45072;45568
ES0021000006813636YK0F;2015-12-22;2016-01-28;3.0A;F1;N;P5;368;22766;23134
ES0021000017076143WC;2015-12-28;2016-01-26;3.0A;F1;N;P5;739;61209;61948
ES0031300732701001TS0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;2325;167969;170294
ES0031405989119021LN0F;2015-12-23;2016-01-26;3.0A;F1;N;P5;37;8934;8971
ES0031601059569001DQ0F;2015-12-28;2016-01-25;3.0A;F1;N;P5;591;73117;73708
ES0031300714098001SJ0F;2015-12-28;2016-01-28;3.0A;F1;N;P5;130;14618;14748
ES0021000009349218XZ;2015-12-28;2016-01-27;3.0A;F1;N;P5;11;3850;3861
ES0031406065279001JT0F;2015-12-29;2016-01-29;3.0A;F1;N;P5;650;53239;53889
ES0031406057931001GV0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;964;190970;191934
ES0031405996943001EJ0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;4881;412288;417169
ES0021000007516754XY;2015-12-28;2016-01-28;3.0A;F1;N;P5;177;6807;6984
ES0021000003842214MS;2015-12-21;2016-01-25;3.0A;F1;N;P5;1147;64444;65591
ES0031406187789001XV0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;206;9909;10115
ES0031300729521001SH0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;247;20917;21164
ES0021000018918640WX;2015-11-19;2016-01-28;3.0A;F1;N;P5;597;8860;9457
ES0031406060122001EZ0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;1202;126999;128201
ES0031405997491001CS0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;7800;87747;95547
ES0031405533985001RC0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;4067;362196;366263
ES0031405429361003AD0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;5651;350431;356082
ES0021000012054503DQ;2015-12-24;2016-01-27;3.0A;F1;N;P5;417;44042;44459
ES0031406028963001YB0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;1846;740955;742801
ES0021000002703514SE;2015-12-24;2016-01-22;3.0A;F1;N;P5;413;68312;68725
ES0031406215031001ZN0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;3152;393339;396491
ES0021000003831244BQ;2015-12-28;2016-01-28;3.0A;F1;N;P5;289;114908;115197
ES0031405997687017XW0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;249;12657;12906
ES0031408207127010JB0F;2015-12-29;2016-01-29;3.0A;F1;N;P5;216;13496;13712
ES0031406232144001PT0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;1332;87931;89263
ES0031300727945001BR0F;2015-12-22;2016-01-26;3.0A;F1;N;P5;5;14697;14702
ES0031406065617001BS0F;2015-12-29;2016-01-28;3.0A;F1;N;P5;0;23057;23057
ES0021000005893156YR;2015-12-23;2016-01-22;3.0A;F1;N;P5;30;1194;1224
ES0031406215874001GQ0F;2015-12-21;2015-12-31;3.0A;F1;N;P5;332;231765;232097
ES0031406057909002ZY0F;2015-12-22;2016-01-26;3.0A;F1;N;P5;593;8284;8877
ES0031405997687007DS0F;2015-12-28;2016-01-28;3.0A;F1;N;P5;235;28249;28484
ES0021000019681618DD0F;2015-12-28;2016-01-27;3.0A;F1;N;P5;831;35458;36289
ES0031406216209001XK0F;2015-12-31;2016-01-31;3.0A;F1;N;P5;1571;245013;246584
ES0031406241430001MA0F;2015-12-22;2016-01-26;3.0A;F1;N;P5;435;19550;19985
